,Page,Block,Text,Image path
242,4,20,"DOMINIK VON BOHLEN Kathmandu's schoolchildren. Many of compensation.
the 40+ daily phone calls the call centre As well as the Kathmandu he
en-year-old Raju Giri is one of receives between 8am and 8pm come headed by Adhikari, CWIN rut
the dozens of children who after the end of the school day. School _ other helplines in Hetauda, Nep
arrive alone in Kathmandu children will report cases of bullying, Pokhara and Biratnagar. The air
every week having run away corporal punishment and sexual abuse five helplines, which now sha
from home. Raju, who is now sitting at school. One such phone call, fielded same 1098 number, is to prote
shyly in the Child Helpline Nepal earlier this year, led directly to a high nerable children. This often ir
office, arrived three days earlier at the court ruling banning the use of corpo- providing medical care, and in
city's new bus park from a village near ral punishment in schools, and to the cases also psychosocial and lega
Hetauda. On arrival, he had planned to enforcement of a 20,000 NRP fine for seling; between January
live with his uncle, but with no address guilty schools, anda 5000 NRP fine for September 2008, 557 children re«
or contact number for his relative he guilty teachers. “The government has psychosocial counseling. In or
began roaming the nearby streets, no system in place for inspecting and_ ensure that the 1098 number
alone and helpless. The police soon monitoring the conduct of teachers in known, and that it is easily acc
found him and gave him the toll free schools,” states Tuladhar, who goes on _ for those who might need it, awe
1098 number of Child Helpline Nepal.
He called the helpline, and later the ND TTT
",outputs/4/20.png
243,4,21,"The aim of five helplines run by CWIN, all of which now share the
same 1098 number, is to protect vulnerable children
ON BOHLEN Kathmandu's schoolchildren. Many of compensation. lasting a minimum of two years. In one
the 40+ daily phone calls the call centre As well as the Kathmandu helpline, example, a court case was filed in 1996
r-old Raiu Giri is one of receives between 8am and 8pm come headed by Adhikari. CWIN runs four against the emplover of a domestic
",outputs/4/21.png
244,4,22,"SUMATI MAHARAJAN Social netv
facebook,
had just opened my face- Orkut, etc.
| bee account when I was provide ser
stormed with dozens of frivolous
riends' requests and an _ entertainm
nbox full of messages. Thisis started to
1ot so surprising though; we involved in
ire in an era of digital com- than in reé
nunication and internet net- through cak
vorking. What is unforeseen, few othe
10wever, is the toll it has devices.
aken on our society and _ friends, uf
social life. Once I start face- and _ video:
y00king, I spend hours on it meetings, c:
vithout realizing at all how cussing eve
he time has passed. I, like paigns, thes
nany others, would definitely and Facebc
ike to thank those who devel- sites, are n
yped social networking sites with one's c
ind came up with such a Today |
nagnificent idea of virtual being soci:
society. SO
Even during this sit
mast Dashain, I POST til
hought of putting fr:
ip a_ get-together PLATFORM in
marty with my re
riends from high school and _ also inthe y_
since it was impossible as_ It is moret
nost of them are abroad, I It's aboutst
lid just what was its alterna- each other':
ive.....conference chatting. ties, studie:
‘ew days after I got to see on. These.
heir pictures uploaded inthe more than
acebook, that of them cele- events sucl
rating Dashain abroad. This togethers a
1as certainly helped us to donot guar
‘communicate easily. It was your frien
ess time-consuming and_ these sites «
iccessible from anywhere. surprising -
3ut would it be anything like generation
‘eal a face-to-face interac- and laptops
ion? Using webcams could instead of
1elp me a little better...but social ever
ife is more than just living a__ surprising 1
ife through a mere camera, _ tion stoppe
sn't it? their room
More and more people stuck to th
1ave been making social net- both  ente
vorks through internet. socialising?
",outputs/4/22.png
245,4,23,"tate actors’ have been playing a big part in jeopardizing Indo-Pak relations
regardless of their leverage over the Whatever be the truth, the extrem- into instability. The lingering tensions
army and the bureaucratic apparatus, ists' main interest seems to be easy between India and Pakistan favour no
are supposed to be more challenging access to Afghanistan, Pakistan and country, but the blame game has start-
for Islamic extremists than govern- Kashmir. The redeployment of ed. India insists on extraditing some of
ments that come to power through Pakistani troops to the India-Pakistan — the terrorists, but Pakistan argues that it
unconstitutional ways. The primary — border would provide greater opportu- will try them in its own court of law.
aim of the terrorists could be ousting nities for terrorist outfits and allow India has amply tried to portray
the present government and placing a_ them to make intensive links among Pakistan to the international communi-
stooge as president. Or it may be insti- various terrorist organizations. A  tyasacountry which supports terrorism
President gating the army to take over. This can reduction in the number of Pakistani institutionally, whereas Pakistan claims
ate actors” be done by destabilizing the govern- troops inthe area would also make U.S. _ that India has threatened it with a mili-
ig part in ment, and the best way to do it is trig- supply lines to Afghanistan vulnerable. _ tary attack.
relations. ger a war between India and Pakistan. So, tensions between India and Moreover, the media in both coun-
two coun- Secondly, if India and Pakistan do Pakistan directly link to the interests of tries has played a negative part. They
ather than go to war, the extremists will not miss _ the U.S. If this hostile situation contin- can't do anything but help harbour a
escalation the opportunity to benefit from the ues as intended by the perpetrators of grudge among the people. They only
d Pakistan resulting confusion by expanding their the Mumbai attacks, the party that will broadcast excerpts of speeches of the
e rest of organizational clout throughout the be most affected after India and government top brass of different
U.S. inter- region. More importantly, if India and Pakistan will be the U.S. Lack of countries which they think will benefit
istan.One Pakistan can be forced into war, they Pakistani support in Afghanistan will them. The Indian media aired the news
perpetra- will be compelled to deploy their armed cost the Americans dear. So the U.S. of the lone surviving terrorist in the
asto push forces along their common border. It will try to prevent Pakistan from rekin- Mumbai attack who allegedly appealed
ll-fledged obviously means that Pakistan willhave dling its differences with India. to the Pakistani high commissioner for
ch a war, to pull back its considerable forces, esti- On the other hand, the U.S. wants _ legal assistance. The intention behind
S. mated to consist of 100,000 troops, India and Pakistan to have equal pow- _ broadcasting this news can only be to
rontation massed on the Afghan border. This ers that could check and balance each _ show the international community that
an would large number of Pakistani soldiers were _ other. Presently, the U.S. is trying to get there is Pakistani support for the ter-
1 religious deployed at the behest of the U.S. to them to calm down because it knows _rorist group. But such acts will not offer
d Pakistan cordon off the Taliban. Without them, that protracted tensions between the a credible solution. They have to
itcouldbe the 32,000 U.S. troops in Afghanistan two countries might result in a third understand the problems of both sides.
2 that they would be a small force. Despite the country interfering in the matter, which Otherwise, the relations between India
lamicfun- deployment of Pakistani troops, it was the Americans want to avoid. and Pakistan will continue to remain
rforthem very difficult to stop the Taliban and As the two nuclear powers of South _ fragile due to such non-state actors.
lly crimes. other terrorist outfits from passing Asia seem to be in a mood for con-
make the through the porous border, and voices _frontation, regional peace and stability (The author is a research scholar
yecially in have been raised by different quarters is at stake. The stakeholders in the at the Centre for Russian and Central
implying that the Pakistani army has _ peace process may squabble over the Asian Studies, Jawaharlal Nehru
Pakistan, been ineffective and indifferent. new role seeker which might lead us University, New Delhi, India.)
(|S
ey,
",outputs/4/23.png
246,4,24,"had just opened my face- Orkut, etc. have
[= account when I was provide services |
stormed with dozens of frivolous intera
friends' requests and an _ entertainment. P
inbox full of messages. Thisis started to becc
not so surprising though; we involved in these
are in an era of digital com-_ than in real life
munication and internet net- through cables an
working. What is unforeseen, few other tec
however, is the toll it has devices. From
taken on our society and _ friends, uploadi
social life. Once I start face- and videos to
booking, I spend hours on it meetings, campus
without realizing at all how cussing events, cé
the time has passed. I, like paigns, these sites
many others, would definitely and Facebook or
like to thank those who devel- sites, are now he
oped social networking sites with one's career ¢
and came up with such a Today I cann
magnificent idea of virtual being social wit
society. social
Even during this sites, es]
past Dashain, I POST time w
thought of putting friends
up a_ get-together PLATFORM ing abro
party with my remaini
friends from high school and also in the process
since it was impossible as_ It is more than ju
most of them are abroad, I It's about staying
did just what was its alterna- each other's inter
tive.....conference chatting. ties, studies, love
Few days after I got to see on. These sites
their pictures uploaded inthe more than real
facebook, that of them cele- events such as p
brating Dashain abroad. This togethers and re
has certainly helped us to donot guarantee
communicate easily. It was your friends tc
less time-consuming and_ these sites do. He
accessible from anywhere. surprising to see
But would it be anything like generation glued t
real a face-to-face interac- and laptopsinas
tion? Using webcams could instead of goin
help me a little better...but social events.
life is more than just living a__ surprising if the
life through a mere camera, tion stopped co
isn't it? their rooms and
More and more people _ stuck to their co
have been making social net- both entertain
works through internet. socialising?
",outputs/4/24.png
247,4,25,"In the first nine months of 2008, schools. One schoolchild's phone call vision programmes, weekly pro-__ tain
the Kathmandu call centre received this year led to the dismissal of a prin- grammes on community radio as well hav
5,874 phone calls. The majority of calls cipal of a government school near New _ as attention grabbing radio jingles and __ pro
received at the call center are from chil- Road, who for years had been subject- promotional materials such as posters, gro’
dren in situations similar to Raju's. ing her pupils to public humiliation hoardings and stickers in areas where _ pre
Niva Shakya, a volunteer with Child amounting, in Tuladhar's words, “to people frequent to play or watch foot- whi
Helpline Nepal, which began in 1998, mental torture”. ball. Appropriately, since many chil- _ terr
said “Most of the children just turn up Mistreated domestic child workers dren, like Raju, arrive in Kathmandu = gov
ona bus and have no money or place to are another serious concern of Child by bus, the helpline number is also hel}
live. A lot of them want to stay, but Helpline Nepal. Here too the pro-_ printed on the back of bus tickets. ork
when appropriate we try to return gramme has had significant success in Regular campaigning in schools is also an
them to their families.” Many of these helping to protect those at risk, and in a part of CWIN's public awareness Tul.
migrant children are sucked into _ bringing child rights offenders to book. strategy. The aim here, in keeping with _ this
Kathmandu's shady child labour mar- “In many abusive situations domestic CWIN's credo of ""working for children inc
ket in which they are forced to work child workers will not have access to’ with children,"" is to initiate discussion |
unreasonably long hours in carpet and___ telephones,” says Tuladhar.“Inanum- in the classroom on child rights, abu
clothing factories, as hotel employees, ber of cases it has been neighbors, or empowerment and activism issues, aS mel
transport workers or domestic workers the employer's family members, who well as simply to increase awareness of as I
for negligible wages. The less fortunate have called us.” In one recent case, a_ the 1098 number. of 2
are forced into the sex industry. Child daughter-in-law called to report the Of course Child Helpline Nepal is eve
Helpline Nepal, run by CWIN, isaserv- sexual abuse of a domestic child work- much more than a phone line. It is an will
ice which aims to protect the rights of _ er by her father-in-law, a brave action emergency service that provides ongo-_ effe
these vulnerable underage children which, in Tuladhar's mind, “proves that ing support for children in difficulty, — beit
whose plight is so often silent and_ if you give people the means to report while advocating for social justice for inte
invisible. abuse then they will, disproving what children. The prosecution and eventual Hel

Sumnina Tuladhar, CWIN's execu- the cynics might say.” The man was conviction of serious child rights rec
tive coordinator, explains that the serv- sentenced to six years imprisonment abusers is often a lengthy, expensive req
ice is also frequently used by and ordered to pay 75,000 NPR in and labour intensive process, usually mel

Neighbourhood watc

‘Non-state actors’ have been playing a big part in jeopardizing Indo-Pa

ey regardless of their leverage over the Whatever be the truth, the extrem- into

army and the bureaucratic apparatus, ists' main interest seems to be easy  bet\

are supposed to be more challenging access to Afghanistan, Pakistan and cow

. for Islamic extremists than govern- Kashmir. The redeployment of ed.

= ments that come to power through Pakistani troops to the India-Pakistan the

unconstitutional ways. The primary — border would provide greater opportu- will

aim of the terrorists could be ousting nities for terrorist outfits and allow Ind
TARA JOSHI the present government and placing a_ them to make intensive links among Pak

_ S$ EOOGE a President. Or it may be insti- various terrorist organizations. A_ tya:
n the words of Pakistani President gating the army to take over. This can reduction in the number of Pakistani inst
Asif Ali Zardari, “non-state actors” be done by destabilizing the govern- troops inthe area would also make U.S. _ that
have been playing a big part in ment, and the best way to do it is trig- supply lines to Afghanistan vulnerable. tary
jeopardizing Indo-Pak relations. ger a war between India and Pakistan. So, tensions between India and |
The xenophobic media of the two coun- Secondly, if India and Pakistan do Pakistan directly link to the interests of __ trie:
tries precipitate situations rather than — go to war, the extremists will not miss the U.S. If this hostile situation contin- can
help to normalize them. An escalation the opportunity to benefit from the ues as intended by the perpetrators of grus
of tensions between India and Pakistan resulting confusion by expanding their the Mumbai attacks, the party that will _ bro:
not only impinges upon the rest of organizational clout throughout the be most affected after India and gov
South Asia, but also hinders U.S. inter- region. More importantly, if India and Pakistan will be the U.S. Lack of cow
ests in the region and Afghanistan. One Pakistan can be forced into war, they Pakistani support in Afghanistan will thei
of the main objectives of the perpetra- will be compelled to deploy their armed cost the Americans dear. So the U.S. of t
tors of the Mumbai attacks was to push_ forces along their common border. It will try to prevent Pakistan from rekin- Mu
India and Pakistan into full-fledged obviously means that Pakistan will have dling its differences with India. to t
war. The ramifications of such a war, _ to pull back its considerable forces, esti- On the other hand, the U.S. wants _ lega
no doubt, favour their intents. mated to consist of 100,000 troops, India and Pakistan to have equal pow- _ bro:

First, a fierce confrontation massed on the Afghan border. This’ ers that could check and balance each sho

between India and Pakistan would large number of Pakistani soldiers were _ other. Presently, the U.S. is trying to get _ then
polarize fundamentalists on religious deployed at the behest of the U.S. to them to calm down because it knows _ rori
erounds not only in India and Pakistan cordon off the Taliban. Without them, that protracted tensions between the a c
but also beyond. If such a split could be the 32,000 U.S. troops in Afghanistan two countries might result in a third und
created, the terrorists believe that they would be a small force. Despite the country interfering in the matter, which Oth
will get overt support from Islamic fun- deployment of Pakistani troops, it was the Americans want to avoid. and
damentalists making it easier for them very difficult to stop the Taliban and As the two nuclear powers of South _ frag
to commit more such dastardly crimes. other terrorist outfits from passing Asia seem to be in a mood for con-
At the same time, it would make the through the porous border, and voices _ frontation, regional peace and stability
regimes in the region, especially in have been raised by different quarters is at stake. The stakeholders in the at.
Pakistani, more unstable. implying that the Pakistani army has _ peace process may squabble over the

Elected governments in Pakistan, been ineffective and indifferent. new role seeker which might lead us
",outputs/4/25.png
248,4,26,"Nn 2007, alter vigorous lobbying, a
cabinet decision pushed forward by the
Ministry for Women, Children and
Social Welfare, in collaboration with
Nepal Telecom, granted toll free status
to the 1098 number. This decision also
indicated the government's main-
stream acceptance of the helpline serv-
ice. But despite this, and the helpline's
many success stories, the future of
Child Helpline Nepal remains uncer-
tain. Currently CWIN's donor agencies

| have not expressed much interest in
1 providing funding for the continued
, growth and development of the service,
» preferring to support specific issues
which offer more concrete and short-
term outcomes. “I would like to see the
1 government facilitate the set up of
» helplines in all major regions of Nepal,
. or better still, to participate in creating
) an international helpline,” states
s =Tulhadar, “but I'm not yet confident
1 this will happen. Their priorities still lie
1 in other areas, not with children.”
) With the incidences of child sexual
, abuse and cases of corporal punish-
; ment in schools increasing nationally,
f as reported by CWIN for the first half
of 2008, it is now more important than
; ever to build an infrastructure which
1 will safeguard the rights of children
effectively. It seems that, for the time
, being at least, the aim of creating an
international South Asian Child
1 Helpline, with a single internationally
; recognized number, which would
» require proactive government involve-
ment, is still some way off.
o-Pak relations
into instability. The lingering tensions
between India and Pakistan favour no
country, but the blame game has start-
ed. India insists on extraditing some of
the terrorists, but Pakistan argues that it
will try them in its own court of law.
India has amply tried to portray
y Pakistan to the international communi-
ty as a country which supports terrorism
institutionally, whereas Pakistan claims
that India has threatened it with a mili-
tary attack.

Moreover, the media in both coun-
tries has played a negative part. They
can't do anything but help harbour a
grudge among the people. They only
broadcast excerpts of speeches of the
government top brass of different
countries which they think will benefit
them. The Indian media aired the news
of the lone surviving terrorist in the
Mumbai attack who allegedly appealed
",outputs/4/26.png
249,4,27,"yo ML QAVMOULICL Ul CICULOU LULA VUUILISDY TIT UID ULOUIILLDS LIdd, 1U1 VILING, ALLIIVL
I the past few years, been a major cause of the prevailing city's new bt
anarchy and lawlessness. Without elected political rep- Hetauda. On
‘esentatives, the task of governance has been left to VDC sec- live with his
‘etaries and other bureaucrats. They have faced severe pres- or contact n
sure from various political and criminal groups, and have, began roar
herefore, been unable to discharge their responsibilities alone and |
sroperly. Further, in this context, it is difficult for the central found him a
zovernment to implement its development projects in the dis- 1098 numbe
ricts, as there are no proper channels through which to fun- He called tk
1el funds and make decisions that have the support of the same day w
yeople. Workers in
The government's decision to form local bodies soon, (CWIN) |
herefore, is a welcome one. Major coalition partners the CPN Basantapur.
Maoist) and the CPN (UML) have formed a taskforce to pre- home, Raju
yare the groundwork to form local bodies by Jan. 13. Earlier, some gent
here was disagreement between the two parties on how to Adhikari, th
sroceed. As elections to the local bodies are not possible in the CWIN, he s
mmediate future, the CPN (Maoist) was demanding that mistreats hi
yositions at the local level be shared between political parties what way sh
ccording to the proportion of their representation in the nals to the t
Constituent Assembly (CA) -- where the Maoists have almost over, at whi
wo-thirds of the seats. The UML, on the other hand, had been and runs ou
lemanding that the positions be divided according to the new friends,
‘esults of the last local level elections held in 1999, in which at the clinic.
he UML had performed remarkably well. These parties have distraction,
10w come to a compromise, and while deciding to use the made him
‘esults of the CA elections as a basis, have also agreed to take fade into the
he Interim Constitution and other political agreements the moment
signed during the peace process into account, and to move Raju is going
orward only with consensus. has agreed, -
While this is praiseworthy, it is unfortunate that the dis- with his fam:
‘ussions so far have excluded the Nepali Congress (NC), the seling visits
Vadheshi Janaadhikar Forum (MJF) and all of the small par- school. It wil
ies. The taskforce plans to discuss the draft of its decisions In the fi
vith other parties on Jan. 9. The Maoists and the UML hope the Kathma
hat since the decision they reach is to be based on political 5,874 phone
",outputs/4/27.png
250,4,28,"Of course Child Helpline Nepal is ever to build an infrastructure which
much more than a phone line. It is an__ will safeguard the rights of children
emergency service that provides ongo- effectively. It seems that, for the time
ing support for children in difficulty, being at least, the aim of creating an
while advocating for social justice for international South Asian Child
children. The prosecution and eventual Helpline, with a single internationally
conviction of serious child rights recognized number, which would
abusers is often a lengthy, expensive require proactive government involve-
and labour intensive process, usually ment, is still some way off.

ig part in jeopardizing Indo-Pak relations

Whatever be the truth, the extrem- into instability. The lingering tensions
ists’ main interest seems to be easy between India and Pakistan favour no
access to Afghanistan, Pakistan and country, but the blame game has start-
Kashmir. The redeployment of _ ed. India insists on extraditing some of
Pakistani troops to the India-Pakistan _ the terrorists, but Pakistan argues that it
border would provide greater opportu-__ will try them in its own court of law.
nities for terrorist outfits and allow India has amply tried to portray
them to make intensive links among Pakistan to the international communi-
various terrorist organizations. A  tyasacountry which supports terrorism
reduction in the number of Pakistani institutionally, whereas Pakistan claims
troops in the area would also make U.S. _ that India has threatened it with a mili-
supply lines to Afghanistan vulnerable. _ tary attack.

So, tensions between India and Moreover, the media in both coun-
Pakistan directly link to the interests of _ tries has played a negative part. They
the U.S. If this hostile situation contin- can't do anything but help harbour a
ues as intended by the perpetrators of grudge among the people. They only
the Mumbai attacks, the party that will broadcast excerpts of speeches of the
be most affected after India and government top brass of different
Pakistan will be the U.S. Lack of countries which they think will benefit
Pakistani support in Afghanistan will them. The Indian media aired the news
cost the Americans dear. So the U.S. of the lone surviving terrorist in the
will try to prevent Pakistan from rekin- Mumbai attack who allegedly appealed
dling its differences with India. to the Pakistani high commissioner for

On the other hand, the U.S. wants _ legal assistance. The intention behind
India and Pakistan to have equal pow- _ broadcasting this news can only be to
ers that could check and balance each show the international community that
other. Presently, the U.S. is trying to get there is Pakistani support for the ter-
them to calm down because it knows _rorist group. But such acts will not offer
that protracted tensions between the a credible solution. They have to
two countries might result in a third understand the problems of both sides.
country interfering in the matter, which Otherwise, the relations between India
the Americans want to avoid. and Pakistan will continue to remain

As the two nuclear powers of South fragile due to such non-state actors.
Asia seem to be in a mood for con-
frontation, regional peace and stability (The author is a research scholar
is at stake. The stakeholders in the at the Centre for Russian and Central
peace process may squabble over the Asian Studies, Jawaharlal Nehru
new role seeker which might lead us University, New Delhi, India.)
",outputs/4/28.png
251,4,29,"‘the dozens of children who _ aiter the end of the school day. School other helplines in Hetauda, Nepalgunj, child worker wh
I arrive alone in Kathmandu children will report cases of bullying, Pokhara and Biratnagar. The aim of all complicated cas
every week having run away corporal punishment and sexual abuse five helplines, which now share the family had been
‘om home. Raju, who is now sitting at school. One such phone call, fielded same 1098 number, is to protect vul- eight years pas
hyly in the Child Helpline Nepal earlier this year, led directly to a high nerable children. This often involves’ was finally set
ffice, arrived three days earlier at the court ruling banning the use of corpo-_ providing medical care, and in many eight years, it w
ity's new bus park from a village near ral punishment in schools, and to the cases also psychosocial and legal coun- __ ty to look after
[etauda. On arrival, he had planned to enforcement of a 20,000 NRP fine for seling; between January and _ portation and |
ve with his uncle, but with no address guilty schools, anda 5000 NRP fine for September 2008, 557 children received vide emotional s
r contact number for his relative he guilty teachers. “The government has psychosocial counseling. In order to In sensitive c
egan roaming the nearby streets, no system in place for inspecting and_ ensure that the 1098 number is well abuse, there is c
lone and helpless. The police soon monitoring the conduct of teachers in known, and that it is easily accessible of security invo
yund him and gave him the toll free schools,” states Tuladhar, who goes on _ for those who might need it, awareness facing indictme
098 number of Child Helpline Nepal. positions within
[le called the helpline, and later the his background
ame day was admitted to the Child role in all legal r
Vorkers in Nepal Concerned Centre i has been threate
CWIN) helpline clinic near — ] (0) O & sions. In othe!
asantapur. When asked why he left : I which a girl elo
ome, Raju becomes taciturn. After ak order to escap
ome gentle prompting by Bharat 7 Ramechhap dis
dhikari, the Programme Officer at K - ties need to be
WIN, he says that his stepmother | - | ; order to address
listreats him but won't explain in \ ; ae. tudes towards -
That way she does this. Adhikari sig- Ve _ | € crimination and
als to the boy that the questions are : ‘ f ‘ S rt seven months ot
ver, at which he jumps off his chair \ Sb 6 a family and com
nd runs out onto the roof to join his /\; | a « accepted again.
ew friends, the other children staying fs ed p y, YS : In 2007, aft
t the clinic. With a childlike sense for ’ a - LU ae cabinet decisior
istraction, the problems which had t Tail Ministry for V
vade him clam up moments earlier \ A» ~ Social Welfare,
ade into the background, at least for -_ 4 I, | Nepal Telecom,
1e moment. Adhikari explains that ‘a £ A ’ to the 1098 nun
aju is going to return home. “Since he ee indicated the
as agreed, the plan is to reunite him = stream acceptar
ith his family. We will organize coun- ice. But despite
eling visits to his family and his to say that some of the worst offenders campaigns are launched regularly many success
chool. It will take time.” are well known and reputable private across the country. These include tele- Child Helpline
In the first nine months of 2008, schools. One schoolchild's phone call vision programmes, weekly pro-_ tain. Currently
1e Kathmandu call centre received this year led to the dismissal of a prin- grammes on community radio as well have not expre
,874 phone calls. The majority of calls cipal of a government school near New as attention grabbing radio jingles and __ providing fund
aceived at the call center are from chil- Road, who for years had been subject- promotional materials such as posters, growth and dev
ren in situations similar to Raju's. ing her pupils to public humiliation hoardings and stickers in areas where preferring to s
liva Shakya, a volunteer with Child amounting, in Tuladhar's words, “to people frequent to play or watch foot- which offer mo
lelpline Nepal, which began in 1998, mental torture”. ball. Appropriately, since many chil- term outcomes.
aid “Most of the children just turn up Mistreated domestic child workers dren, like Raju, arrive in Kathmandu government fa
nabus and have no money or placeto are another serious concern of Child by bus, the helpline number is also helplines in all 1
ve. A lot of them want to stay, but Helpline Nepal. Here too the pro-_ printed on the back of bus tickets. _ or better still, tc
rhen appropriate we try to return gramme has had significant success in Regular campaigning in schools is also an _ internatio1
1em to their families.” Many of these helping to protect those at risk, andin a part of CWIN's public awareness Tulhadar, “but
uigrant children are sucked into bringing child rights offenders to book. strategy. The aim here, in keeping with _ this will happen
athmandu's shady child labour mar- “In many abusive situations domestic CWIN's credo of ""working for children in other areas, 1
et in which they are forced to work child workers will not have access to’ with children,"" is to initiate discussion With the inc
nreasonably long hours in carpet and__ telephones,” says Tuladhar.“Inanum- in the classroom on child rights, abuse and case
lothing factories, as hotel employees, ber of cases it has been neighbors, or empowerment and activism issues, as ment in school:
‘ansport workers or domestic workers the employer's family members, who well as simply to increase awareness of as reported by |
or negligible wages. The less fortunate have called us.” In one recent case, a the 1098 number. of 2008, it is no
re forced into the sex industry. Child daughter-in-law called to report the Of course Child Helpline Nepal is_ ever to build a
yr 1.12... ny. .] ...... Low. FNWATTXYT 2°... ee ZK Oe lg tL Pt ee ee dg 8 .~ “})] ._~. ff... 4
",outputs/4/29.png
252,4,30,"Secondly, if India and Pakistan do Pakistan directly link to the interests of _ tries has played a negative part. They
go to war, the extremists will not miss _ the U.S. If this hostile situation contin- can't do anything but help harbour a
the opportunity to benefit from the ues as intended by the perpetrators of grudge among the people. They only
resulting confusion by expanding their the Mumbai attacks, the party that will broadcast excerpts of speeches of the
organizational clout throughout the be most affected after India and government top brass of different
region. More importantly, if India and Pakistan will be the U.S. Lack of countries which they think will benefit
Pakistan can be forced into war, they Pakistani support in Afghanistan will them. The Indian media aired the news
will be compelled to deploy their armed cost the Americans dear. So the U.S. of the lone surviving terrorist in the
forces along their common border. It will try to prevent Pakistan from rekin- Mumbai attack who allegedly appealed
obviously means that Pakistan will have _ dling its differences with India. to the Pakistani high commissioner for
to pull back its considerable forces, esti- On the other hand, the U.S. wants _ legal assistance. The intention behind
mated to consist of 100,000 troops, India and Pakistan to have equal pow- broadcasting this news can only be to
massed on the Afghan border. This ers that could check and balance each — show the international community that
large number of Pakistani soldiers were _ other. Presently, the U.S. is trying to get there is Pakistani support for the ter-
deployed at the behest of the U.S. to them to calm down because it knows rorist group. But such acts will not offer
cordon off the Taliban. Without them, that protracted tensions between the a credible solution. They have to
the 32,000 U.S. troops in Afghanistan two countries might result in a third understand the problems of both sides.
would be a small force. Despite the country interfering inthe matter, which Otherwise, the relations between India
deployment of Pakistani troops, it was the Americans want to avoid. and Pakistan will continue to remain
very difficult to stop the Taliban and As the two nuclear powers of South fragile due to such non-state actors.
other terrorist outfits from passing Asia seem to be in a mood for con-
through the porous border, and voices _frontation, regional peace and stability (The author is a research scholar
have been raised by different quarters is at stake. The stakeholders in the atthe Centre for Russian and Central
implying that the Pakistani army has peace process may squabble over the Asian Studies, Jawaharlal Nehru
been ineffective and indifferent. new role seeker which might lead us University, New Delhi, India.)

(|S
ay
",outputs/4/30.png
253,4,31,"vWVnatever be the truth, the extrem- into Instapllity. Lhe lungering tensions
sts' main interest seems to be easy between India and Pakistan favour no
access to Afghanistan, Pakistan and country, but the blame game has start-
Kashmir. The redeployment of _ ed. India insists on extraditing some of
Pakistani troops to the India-Pakistan _ the terrorists, but Pakistan argues that it
border would provide greater opportu- will try them in its own court of law.

ities for terrorist outfits and allow India has amply tried to portray
hem to make intensive links among Pakistan to the international communi-
arious terrorist organizations. A  tyasacountry which supports terrorism
eduction in the number of Pakistani institutionally, whereas Pakistan claims
roops in the area would also make U.S. _ that India has threatened it with a mili-
supply lines to Afghanistan vulnerable. _ tary attack.

So, tensions between India and Moreover, the media in both coun-
Pakistan directly link to the interests of tries has played a negative part. They
he U.S. If this hostile situation contin- can't do anything but help harbour a

es as intended by the perpetrators of grudge among the people. They only
he Mumbai attacks, the party that will broadcast excerpts of speeches of the
be most affected after India and government top brass of different
Pakistan will be the U.S. Lack of countries which they think will benefit
Pakistani support in Afghanistan will them. The Indian media aired the news
ost the Americans dear. So the U.S. of the lone surviving terrorist in the

ill try to prevent Pakistan from rekin- Mumbai attack who allegedly appealed
dling its differences with India. to the Pakistani high commissioner for

On the other hand, the U.S. wants _ legal assistance. The intention behind
India and Pakistan to have equal pow- broadcasting this news can only be to
ars that could check and balance each — show the international community that
other. Presently, the U.S. is trying to get there is Pakistani support for the ter-
hem to calm down because it knows _rorist group. But such acts will not offer
hat protracted tensions between the a credible solution. They have to
wo countries might result in a third understand the problems of both sides.
ountry interfering in the matter, which Otherwise, the relations between India
he Americans want to avoid. and Pakistan will continue to remain

As the two nuclear powers of South fragile due to such non-state actors.
Asia seem to be in a mood for con-
rontation, regional peace and stability (The author is a research scholar
s at stake. The stakeholders in the atthe Centre for Russian and Central
peace process may squabble over the Asian Studies, Jawaharlal Nehru

ew role seeker which might lead us University, New Delhi, India.)
",outputs/4/31.png
254,4,32,"Moreover, the media in both coun-
tries has played a negative part. They
can't do anything but help harbour a
grudge among the people. They only
broadcast excerpts of speeches of the
government top brass of different
countries which they think will benefit
them. The Indian media aired the news
of the lone surviving terrorist in the
Mumbai attack who allegedly appealed
to the Pakistani high commissioner for
legal assistance. The intention behind
broadcasting this news can only be to
show the international community that
there is Pakistani support for the ter-
rorist group. But such acts will not offer
a credible solution. They have to
understand the problems of both sides.
Otherwise, the relations between India
and Pakistan will continue to remain
fragile due to such non-state actors.

(The author is a research scholar

at the Centre for Russian and Central
Asian Studies, Jawaharlal Nehru
University, New Delhi, India.)
",outputs/4/32.png
